event_id,timestamp,principal_id,principal_type,action,resource_id,resource_type,region,tags_present,tag_count,public_ip,privilege_level,namespace,ttl_minutes,source_ip,user_agent,correlation_id
evt-e430da196aa4,2024-06-27T17:22:33Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,AssumedRole,AssumeRole,bucket-0024dd0b5ee6,s3_bucket,us-west-2,True,7,72.25.205.76,low,cicd,43,249.215.243.120,jenkins/2.414,corr-9cd4851598ae4a14
evt-50d8ab0e4fb9,2024-06-26T17:01:34Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,AssumedRole,TerminateInstances,vol-5a168d03348b,volume,us-west-2,True,7,,low,staging,42,231.20.248.181,terraform/1.5,corr-9c90a93429d24582
evt-e646bc557200,2024-06-29T09:11:36Z,arn:aws:iam::123456789012:role/ci-runner-5,AssumedRole,AssumeRole,sg-437316e55d0b,security_group,eu-west-1,True,7,,low,staging,70,110.77.132.220,terraform/1.5,corr-a280016805d5453b
evt-276c6df35731,2024-06-03T09:10:09Z,arn:aws:iam::123456789012:role/ci-runner-2,AssumedRole,RunInstances,i-5c55ab1b5988,ec2_instance,ap-southeast-1,True,2,,low,analytics,6,152.30.240.31,jenkins/2.414,corr-ce3ff6ad9ad84c68
evt-7e396fbe048b,2024-06-27T00:11:18Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-948b8fbcfb6d,spot_instance,ap-southeast-1,True,4,223.170.155.245,high,production,23,240.97.60.192,boto3/1.28,corr-a333f8c702f244ba
evt-6eae434f6cd1,2024-06-16T14:14:54Z,arn:aws:iam::123456789012:role/ci-runner-2,AssumedRole,AssumeRole,vol-13b4ea9ecaf5,volume,us-west-2,True,1,146.148.116.135,low,monitoring,60,194.75.48.26,boto3/1.28,corr-f0f9a6691cee4959
evt-066657dfe014,2024-06-25T12:44:19Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,AssumedRole,RunInstances,bucket-293761eac09b,s3_bucket,ap-southeast-1,True,3,,low,dev,19,131.104.79.138,aws-cli/2.13,corr-7c1603f71c874ea7
evt-5e169846eea9,2024-06-05T13:39:20Z,arn:aws:iam::123456789012:user/dev-8,IAMUser,GetObject,vol-e175b5f78fc5,volume,us-east-1,True,7,,medium,analytics,9,185.13.254.76,boto3/1.28,corr-c2cbfdd507644c73
evt-8bb71380f52d,2024-06-03T11:31:15Z,arn:aws:iam::123456789012:user/dev-12,IAMUser,RunInstances,i-c6fd210140e0,spot_instance,eu-west-1,True,3,118.132.242.251,low,dev,30,167.71.63.249,kubectl/1.28,corr-bab5052307a84d76
evt-96fc9311a862,2024-06-21T13:04:51Z,arn:aws:iam::123456789012:user/dev-9,IAMUser,RunInstances,i-8466f60c239b,ec2_instance,ap-southeast-1,True,6,,medium,production,5,199.31.195.100,terraform/1.5,corr-56a01c07bd7d4a9b
evt-8a1d891d060b,2024-06-12T14:59:22Z,arn:aws:iam::123456789012:user/dev-12,IAMUser,PutObject,bucket-b67405934cc0,s3_bucket,us-west-2,True,7,,low,monitoring,7,109.46.216.208,jenkins/2.414,corr-30158c8b69c64e73
evt-88c1b7eb7106,2024-06-28T03:53:36Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-d8a27f0e18c4,spot_instance,eu-west-1,False,0,13.122.214.164,high,monitoring,25,17.56.255.153,kubectl/1.28,corr-846a584936214008
evt-2dabfdccce56,2024-06-23T15:20:08Z,arn:aws:iam::123456789012:user/dev-13,IAMUser,TerminateInstances,i-d73dfd3edde2,ec2_instance,us-east-1,True,7,,medium,analytics,27,170.37.244.215,aws-cli/2.13,corr-44f834fed5bf4222
evt-f4f145569e9b,2024-06-23T16:42:22Z,arn:aws:iam::123456789012:user/dev-13,IAMUser,RunInstances,bucket-e0cb340f4f83,s3_bucket,us-east-1,True,1,182.155.234.168,low,staging,9,36.226.247.75,jenkins/2.414,corr-fe590033c62a4961
evt-1f9795df2235,2024-06-01T11:59:12Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,AssumedRole,TerminateInstances,bucket-9479ca7c8c4b,s3_bucket,us-west-2,True,5,,low,monitoring,18,37.9.192.150,github-actions/2.0,corr-64d1d74e99764a1f
evt-e0fe17bdf7af,2024-06-12T13:40:00Z,arn:aws:iam::123456789012:user/dev-6,IAMUser,TerminateInstances,bucket-35f5f699932a,s3_bucket,eu-west-1,True,7,,medium,production,4,138.214.244.191,boto3/1.28,corr-014b9249bc3b4ae3
evt-c811db784007,2024-06-26T14:46:11Z,arn:aws:iam::123456789012:user/dev-1,IAMUser,RunInstances,i-ee253732ac4c,ec2_instance,ap-southeast-1,True,5,,low,production,17,41.127.66.217,aws-cli/2.13,corr-30158c8b69c64e73
evt-2cc07646786f,2024-06-25T20:56:46Z,arn:aws:iam::123456789012:user/dev-26,IAMUser,RunInstances,i-47fa7708bd88,spot_instance,eu-west-1,False,0,245.154.247.63,high,analytics,24,77.232.37.177,kubectl/1.28,corr-8671f31e61624f83
evt-0b4bf4ffd279,2024-06-03T03:40:17Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-b007c56aa16d,spot_instance,ap-southeast-1,False,0,117.74.196.49,high,monitoring,18,192.69.35.71,jenkins/2.414,corr-26d2b5b4a08649dc
evt-7258acf79951,2024-06-14T15:20:16Z,arn:aws:iam::123456789012:user/dev-5,IAMUser,AttachVolume,i-98f3a658438e,ec2_instance,ap-southeast-1,True,8,,low,analytics,77,78.169.119.146,github-actions/2.0,corr-da59060193d647f2
evt-9480e1b02f55,2024-06-30T13:58:58Z,arn:aws:iam::123456789012:role/ci-runner-4,AssumedRole,TerminateInstances,bucket-7f1095493c2f,s3_bucket,us-west-2,True,8,,low,staging,37,94.127.119.66,terraform/1.5,corr-64d1d74e99764a1f
evt-13da3d3fcc92,2024-06-08T10:01:48Z,arn:aws:iam::123456789012:user/dev-2,IAMUser,ListBuckets,i-3d9c41e13d3c,ec2_instance,us-west-2,True,8,,medium,production,21,184.116.31.244,jenkins/2.414,corr-ddd65c205c264294
evt-ae5057031eb0,2024-06-13T15:08:27Z,arn:aws:iam::123456789012:user/dev-4,IAMUser,CreateVolume,bucket-5bbc9f4aeedb,s3_bucket,ap-southeast-1,True,6,,medium,production,35,221.207.6.42,github-actions/2.0,corr-5e5727ae47cc4426
evt-2fecadb00d8d,2024-06-18T09:13:45Z,arn:aws:iam::123456789012:user/dev-14,IAMUser,GetObject,sg-bb3448840576,security_group,eu-west-1,True,6,,low,production,63,73.165.20.227,github-actions/2.0,corr-85a55b9bd8be4122
evt-0b322140561e,2024-06-15T16:49:05Z,arn:aws:iam::123456789012:role/ci-runner-1,AssumedRole,AttachVolume,i-1611eab1cf25,spot_instance,ap-southeast-1,True,7,,low,production,66,202.162.195.254,boto3/1.28,corr-774a43242e154f3e
evt-14195f30b117,2024-06-09T14:00:22Z,arn:aws:iam::123456789012:role/ci-runner-3,AssumedRole,GetObject,bucket-c92f2c689828,s3_bucket,ap-southeast-1,True,4,66.171.100.84,low,dev,51,31.146.231.8,kubectl/1.28,corr-f286fadf57194454
evt-8995df449fff,2024-06-26T13:21:52Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,AssumedRole,PutObject,vol-48fbc9ea91ed,volume,us-west-2,True,1,,low,production,15,25.126.104.27,jenkins/2.414,corr-181ccacaec1948f6
evt-3b35c8919980,2024-06-16T10:50:12Z,arn:aws:iam::123456789012:user/dev-13,IAMUser,CreateVolume,sg-8db3b06b4c8a,security_group,eu-west-1,True,5,,high,production,18,85.14.240.9,aws-cli/2.13,corr-1ba9a70e724644ec
evt-c15836a0a5c2,2024-06-09T12:47:28Z,arn:aws:iam::123456789012:user/dev-4,IAMUser,GetObject,bucket-74d5da68c11f,s3_bucket,ap-southeast-1,True,6,,low,staging,20,6.145.9.165,jenkins/2.414,corr-4d7a47b626fc41ea
evt-fe4d89bf932b,2024-06-25T02:42:40Z,arn:aws:iam::123456789012:user/dev-25,IAMUser,TerminateInstances,i-2ce0208541a7,spot_instance,eu-west-1,False,0,30.206.0.169,high,monitoring,16,106.27.96.133,kubectl/1.28,corr-16e18d34813746eb
evt-7a859f8c04d0,2024-06-28T11:22:23Z,arn:aws:iam::123456789012:role/ci-runner-2,AssumedRole,GetObject,i-f07fbb303a6a,spot_instance,ap-southeast-1,True,8,107.83.73.130,high,staging,15,183.234.66.248,kubectl/1.28,corr-e6d62a928fa44c8c
evt-7a6ca54fab5f,2024-06-04T15:39:51Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,AssumedRole,ListBuckets,i-dc6a719e7ac8,spot_instance,us-east-1,True,3,,medium,cicd,22,58.79.154.161,boto3/1.28,corr-ba717a1f3b7540d0
evt-660902ff52e7,2024-06-13T09:48:14Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,AssumedRole,CreateVolume,bucket-7596d9437686,s3_bucket,us-east-1,True,6,36.195.68.165,low,analytics,10,18.4.84.113,boto3/1.28,corr-7c1603f71c874ea7
evt-f66587938a1e,2024-06-26T09:10:45Z,arn:aws:iam::123456789012:user/dev-3,IAMUser,GetObject,bucket-08b62d3c9cb6,s3_bucket,eu-west-1,True,2,105.186.46.102,medium,analytics,18,61.57.61.134,boto3/1.28,corr-82957f71b5f14071
evt-60ef434ed2d8,2024-06-27T00:07:48Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-141650698d0c,spot_instance,ap-southeast-1,False,0,,high,production,8,113.119.111.194,kubectl/1.28,corr-a333f8c702f244ba
evt-f4147d8888f1,2024-06-07T10:46:49Z,arn:aws:iam::123456789012:user/dev-6,IAMUser,GetObject,bucket-83777fe3dada,s3_bucket,us-west-2,True,3,,medium,monitoring,3,46.100.11.46,boto3/1.28,corr-014b9249bc3b4ae3
evt-e3260b032666,2024-06-15T14:48:07Z,arn:aws:iam::123456789012:user/dev-3,IAMUser,RunInstances,bucket-08c60e6e89d3,s3_bucket,eu-west-1,True,5,,medium,analytics,55,125.169.182.33,jenkins/2.414,corr-453bf738b708495f
evt-36bbc04bfb92,2024-06-25T02:06:40Z,arn:aws:iam::123456789012:user/dev-25,IAMUser,RunInstances,i-1223efbe3cbf,spot_instance,eu-west-1,False,0,135.144.51.214,high,staging,15,59.184.91.78,terraform/1.5,corr-16e18d34813746eb
evt-6524b5d41301,2024-06-10T05:40:21Z,arn:aws:iam::123456789012:user/dev-12,IAMUser,AssumeRole,i-a18b1ffdcef6,ec2_instance,eu-west-1,True,5,11.95.206.202,high,staging,6,173.188.174.140,github-actions/2.0,corr-5a2ca9b509af476a
evt-322b0575e351,2024-06-27T00:05:18Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-45efa481dccb,spot_instance,ap-southeast-1,False,0,180.32.30.240,high,production,14,9.146.209.47,kubectl/1.28,corr-a333f8c702f244ba
evt-7d15db4627ff,2024-06-12T10:36:05Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,AssumedRole,GetObject,i-08c4e5cae5c6,ec2_instance,us-east-1,True,4,,medium,production,17,208.52.199.177,github-actions/2.0,corr-d40fed836c7547bf
evt-442543b271ae,2024-06-17T12:50:58Z,arn:aws:iam::123456789012:role/ci-runner-5,AssumedRole,AttachVolume,bucket-942bfec54b8e,s3_bucket,us-east-1,True,1,,low,monitoring,10,106.48.237.170,kubectl/1.28,corr-30158c8b69c64e73
evt-431237741377,2024-06-05T14:25:09Z,arn:aws:iam::123456789012:user/dev-7,IAMUser,RunInstances,i-80ec81a22c1c,ec2_instance,eu-west-1,True,7,,low,dev,33,98.83.204.117,terraform/1.5,corr-2ffb2a1f1b45405c
evt-0bae683cdc74,2024-06-29T12:43:34Z,arn:aws:iam::123456789012:user/dev-13,IAMUser,RunInstances,i-99341b4da8ef,spot_instance,eu-west-1,True,2,202.115.83.116,low,production,30,76.10.163.67,aws-cli/2.13,corr-b585f63b3d7e4a10
evt-c883386a90e8,2024-06-14T16:34:43Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,AssumedRole,RunInstances,i-e079225dd4c9,spot_instance,us-west-2,True,8,,low,cicd,10,30.85.78.190,aws-cli/2.13,corr-e6d62a928fa44c8c
evt-b31ae7e76f6a,2024-06-28T15:30:34Z,arn:aws:iam::123456789012:user/dev-7,IAMUser,ListBuckets,i-ace29071b995,ec2_instance,us-east-1,True,8,,low,staging,81,46.19.214.177,github-actions/2.0,corr-4c128711c2bb4878
evt-d9faeea2de7e,2024-06-26T11:07:20Z,arn:aws:iam::123456789012:user/dev-14,IAMUser,GetObject,i-5f95ae83e5c9,ec2_instance,ap-southeast-1,True,3,,low,production,11,108.255.68.229,boto3/1.28,corr-8f830d56f32b4acc
evt-524e86769e26,2024-06-04T10:14:50Z,arn:aws:iam::123456789012:role/ci-runner-1,AssumedRole,GetObject,sg-6b681a83af99,security_group,eu-west-1,True,6,,low,cicd,70,108.210.236.8,kubectl/1.28,corr-a3438802543e45cd
evt-c16b4154866e,2024-06-30T04:57:37Z,arn:aws:iam::123456789012:user/dev-2,IAMUser,AssumeRole,i-e59b5689eaf5,spot_instance,us-west-2,True,5,,medium,production,16,22.20.0.211,jenkins/2.414,corr-a26afb2507dd44b9
evt-097d5416924b,2024-06-21T00:51:04Z,arn:aws:iam::123456789012:user/dev-23,IAMUser,CreateSecurityGroup,sg-7621a5815e20,security_group,us-west-2,False,0,195.194.142.193,high,cicd,10,214.41.240.5,terraform/1.5,corr-2e0c9ceade3648c2
evt-51d9cd1336c0,2024-06-27T10:37:52Z,arn:aws:iam::123456789012:role/ci-runner-7,AssumedRole,CreateVolume,sg-cf798a4857c7,security_group,ap-southeast-1,True,6,,medium,cicd,37,180.198.208.98,jenkins/2.414,corr-b570962328e846d5
evt-9b050cc8fc59,2024-06-10T14:33:59Z,arn:aws:iam::123456789012:role/ci-runner-6,AssumedRole,GetObject,i-4fb47a2c0a1f,spot_instance,eu-west-1,True,7,23.64.69.4,medium,staging,18,209.8.96.220,aws-cli/2.13,corr-e6d62a928fa44c8c
evt-d55feba83d31,2024-06-05T14:36:58Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,AssumedRole,GetObject,i-a00010eca8f1,spot_instance,ap-southeast-1,True,2,203.100.164.75,high,analytics,37,91.253.8.160,aws-cli/2.13,corr-8dbea95b3ef245d8
evt-dc885b9ec575,2024-06-17T14:55:48Z,arn:aws:iam::123456789012:user/dev-2,IAMUser,TerminateInstances,i-c758218ebc33,spot_instance,us-west-2,True,1,,low,cicd,6,26.16.198.169,boto3/1.28,corr-9c90a93429d24582
evt-171042f7a6ff,2024-06-25T01:47:51Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,AssumedRole,CreateSecurityGroup,i-f3f9bf242dbe,spot_instance,us-east-1,True,3,,medium,production,25,96.17.89.176,boto3/1.28,corr-afd7bb78fbd14b92
evt-8d4313410f6d,2024-06-04T13:14:13Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,AssumedRole,RunInstances,bucket-51dcde7c9792,s3_bucket,eu-west-1,True,3,231.171.45.57,medium,dev,12,191.157.215.202,boto3/1.28,corr-c2cbfdd507644c73
evt-31f7b0e09c4e,2024-06-08T21:58:53Z,arn:aws:iam::123456789012:user/dev-7,IAMUser,CreateSecurityGroup,i-4159ef43c709,spot_instance,us-west-2,True,7,,medium,production,6,93.175.190.87,github-actions/2.0,corr-bd1c2e7a8498404b
evt-1a559c83b349,2024-06-08T16:28:23Z,arn:aws:iam::123456789012:role/ci-runner-6,AssumedRole,PutObject,vol-051981da937e,volume,us-west-2,True,3,,medium,monitoring,30,43.175.232.153,terraform/1.5,corr-8f830d56f32b4acc
evt-7590a2a2a257,2024-06-08T14:19:11Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,AssumedRole,AttachVolume,i-dfd09ee9e6d1,ec2_instance,eu-west-1,True,8,,low,monitoring,78,156.195.21.155,kubectl/1.28,corr-770b8dac6cdf4a4c
evt-09c3ad2b099b,2024-06-13T10:41:38Z,arn:aws:iam::123456789012:role/ci-runner-4,AssumedRole,GetObject,i-b0ecfb3e12b8,ec2_instance,us-east-1,True,7,135.91.189.175,medium,analytics,53,234.109.50.118,aws-cli/2.13,corr-6851a45da7a84017
evt-052a34604faf,2024-06-07T14:31:24Z,arn:aws:iam::123456789012:user/dev-4,IAMUser,PutObject,sg-3cbcbda2f830,security_group,us-east-1,True,1,114.35.92.119,medium,dev,72,145.198.24.65,github-actions/2.0,corr-9c6990e31f5a4c9d
evt-15dcc4983676,2024-06-21T01:19:04Z,arn:aws:iam::123456789012:user/dev-23,IAMUser,TerminateInstances,i-fd73bdecca03,spot_instance,us-west-2,True,1,,high,analytics,16,200.20.15.244,aws-cli/2.13,corr-2e0c9ceade3648c2
evt-271c46e63ee0,2024-06-20T14:02:17Z,arn:aws:iam::123456789012:user/dev-7,IAMUser,AssumeRole,sg-58f76872d386,security_group,ap-southeast-1,True,1,,low,dev,42,50.2.158.85,jenkins/2.414,corr-2367df153a9b4444
evt-bc6c32649c65,2024-06-06T15:02:55Z,arn:aws:iam::123456789012:role/ci-runner-6,AssumedRole,CreateVolume,i-f8dc198197fe,ec2_instance,us-west-2,True,6,24.153.165.95,high,cicd,8,195.218.33.75,aws-cli/2.13,corr-d65c79f9ed91428d
evt-58738cc1f9d9,2024-06-21T16:21:02Z,arn:aws:iam::123456789012:user/dev-3,IAMUser,ListBuckets,vol-fda23689b9a0,volume,us-west-2,True,6,,low,production,47,46.128.36.148,aws-cli/2.13,corr-453bf738b708495f
evt-a2487ed11d18,2024-06-17T10:20:22Z,arn:aws:iam::123456789012:role/ci-runner-1,AssumedRole,GetObject,bucket-0e8f877e2cee,s3_bucket,us-east-1,True,2,80.149.55.90,medium,analytics,37,152.85.51.128,boto3/1.28,corr-0952c572623f454e
evt-64a9c091aa28,2024-06-23T14:54:52Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,AssumedRole,PutObject,bucket-7cb44566ef2e,s3_bucket,ap-southeast-1,True,4,,low,dev,18,247.149.191.180,github-actions/2.0,corr-66a44755d69e4a79
evt-0e2ea00bac36,2024-06-25T00:22:27Z,arn:aws:iam::123456789012:user/dev-30,IAMUser,RunInstances,i-07439f6254ff,spot_instance,ap-southeast-1,False,0,,high,dev,17,170.217.248.156,kubectl/1.28,corr-4cf56a506796438b
evt-a7ca09f416cc,2024-06-30T09:57:02Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,AssumedRole,PutObject,i-9ff27470e91c,ec2_instance,us-east-1,True,6,68.196.248.147,medium,monitoring,6,10.88.141.104,kubectl/1.28,corr-c2cbfdd507644c73
evt-1e9ecbd3f1d9,2024-06-25T11:12:09Z,arn:aws:iam::123456789012:user/dev-9,IAMUser,ListBuckets,i-174db3b4c33b,ec2_instance,eu-west-1,True,8,,low,cicd,77,67.140.18.195,github-actions/2.0,corr-7762508629574b14
evt-a670ddac275c,2024-06-12T10:45:31Z,arn:aws:iam::123456789012:user/dev-7,IAMUser,PutObject,bucket-a98ab4ad51e7,s3_bucket,us-west-2,True,6,,medium,cicd,47,178.239.169.219,github-actions/2.0,corr-014b9249bc3b4ae3
evt-66c26c9fe0e3,2024-06-17T12:44:49Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,AssumedRole,GetObject,bucket-01440866e348,s3_bucket,ap-southeast-1,True,2,115.81.59.196,medium,dev,22,62.28.12.14,boto3/1.28,corr-7e1505065842410d
evt-2c04a9f569fe,2024-06-21T13:36:49Z,arn:aws:iam::123456789012:role/ci-runner-5,AssumedRole,TerminateInstances,i-289421f3094b,ec2_instance,us-west-2,True,5,133.207.9.225,low,analytics,7,170.145.43.56,github-actions/2.0,corr-8f830d56f32b4acc
evt-3eec163332db,2024-06-01T17:02:48Z,arn:aws:iam::123456789012:user/dev-6,IAMUser,AttachVolume,sg-b6c13edc2c8d,security_group,eu-west-1,True,8,,low,production,45,22.181.220.55,jenkins/2.414,corr-0241ea1f88704a30
evt-685eb194a2e2,2024-06-10T16:12:41Z,arn:aws:iam::123456789012:user/dev-12,IAMUser,GetObject,bucket-bca918d46713,s3_bucket,eu-west-1,True,4,10.10.52.129,low,cicd,44,11.80.144.78,kubectl/1.28,corr-6199d0f3ae17463e
evt-6bb09ac5ca5c,2024-06-17T12:02:11Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,AssumedRole,GetObject,i-383c86efe92d,ec2_instance,us-west-2,True,1,,low,production,9,106.50.53.176,aws-cli/2.13,corr-56a01c07bd7d4a9b
evt-30c3a8d30df9,2024-06-09T13:00:50Z,arn:aws:iam::123456789012:user/dev-2,IAMUser,AttachVolume,i-ae70f68fba86,spot_instance,eu-west-1,True,5,42.107.164.190,low,cicd,46,200.88.255.220,terraform/1.5,corr-856f0acbaf3d40e0
evt-bd64b6b9bc68,2024-06-27T00:05:18Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,AssumeRole,i-0bea687cd2ee,ec2_instance,ap-southeast-1,False,0,15.236.157.186,high,production,20,66.1.111.149,kubectl/1.28,corr-a333f8c702f244ba
evt-4c87c06c8e14,2024-06-07T17:57:24Z,arn:aws:iam::123456789012:user/dev-10,IAMUser,PutObject,i-a53df600bb72,ec2_instance,us-west-2,True,7,8.148.134.61,low,monitoring,58,233.127.189.150,kubectl/1.28,corr-30158c8b69c64e73
evt-bbf606db6ea6,2024-06-14T17:43:27Z,arn:aws:iam::123456789012:user/dev-11,IAMUser,GetObject,i-3c118748b125,ec2_instance,us-west-2,True,2,,medium,dev,51,30.177.203.181,github-actions/2.0,corr-c69b8ed3a9c74db4
evt-467d4a9a39ca,2024-06-27T00:19:48Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-b06c2c14f909,spot_instance,ap-southeast-1,False,0,,high,dev,10,241.192.221.48,jenkins/2.414,corr-a333f8c702f244ba
evt-870c43297713,2024-06-25T02:12:10Z,arn:aws:iam::123456789012:user/dev-25,IAMUser,RunInstances,i-6b7df31f90a8,spot_instance,eu-west-1,True,7,,high,production,19,90.209.170.83,kubectl/1.28,corr-16e18d34813746eb
evt-6e18a1dfcb1a,2024-06-25T00:18:27Z,arn:aws:iam::123456789012:user/dev-30,IAMUser,RunInstances,i-6c9297bae9f5,spot_instance,ap-southeast-1,False,0,180.58.110.111,high,cicd,16,106.173.232.103,boto3/1.28,corr-4cf56a506796438b
evt-b15a41f93602,2024-06-12T02:39:29Z,arn:aws:iam::123456789012:user/dev-30,IAMUser,RunInstances,i-c05c2db18cf6,spot_instance,us-east-1,False,0,198.159.60.164,high,dev,22,158.113.112.246,terraform/1.5,corr-61869e7743914800
evt-cf2e3e8225df,2024-06-12T12:45:10Z,arn:aws:iam::123456789012:user/dev-7,IAMUser,CreateVolume,i-c8abc91be506,ec2_instance,eu-west-1,True,6,,medium,cicd,72,143.174.169.179,terraform/1.5,corr-84c1b6b817a74e35
evt-bb9dbde7e745,2024-06-01T16:50:31Z,arn:aws:iam::123456789012:user/dev-3,IAMUser,GetObject,bucket-72986de4efae,s3_bucket,us-west-2,True,5,,medium,staging,71,247.162.29.29,jenkins/2.414,corr-1644eafa65dc46b1
evt-9c325828a687,2024-06-16T10:55:37Z,arn:aws:iam::123456789012:user/dev-6,IAMUser,GetObject,bucket-bb47a9308711,s3_bucket,ap-southeast-1,True,2,,low,staging,76,38.34.244.132,jenkins/2.414,corr-91ef4b6f8b6149e1
evt-891e7e8cf2e8,2024-06-27T14:33:08Z,arn:aws:iam::123456789012:role/ci-runner-3,AssumedRole,GetObject,vol-a14a637e36ed,volume,us-east-1,True,5,,medium,staging,23,25.51.118.137,jenkins/2.414,corr-9c90a93429d24582
evt-93d5193f3cb1,2024-06-22T14:33:58Z,arn:aws:iam::123456789012:role/ci-runner-6,AssumedRole,PutObject,i-28d317c62df2,ec2_instance,us-east-1,True,5,,low,dev,54,222.65.189.145,github-actions/2.0,corr-96abaf2309294a9d
evt-65ac17b604b2,2024-06-03T03:51:47Z,arn:aws:iam::123456789012:user/dev-22,IAMUser,RunInstances,i-2ec5401758c4,spot_instance,ap-southeast-1,False,0,,high,analytics,19,16.203.141.49,terraform/1.5,corr-26d2b5b4a08649dc
evt-3235b57ceaa5,2024-06-19T12:27:27Z,arn:aws:iam::123456789012:user/dev-3,IAMUser,ListBuckets,i-a2d1aa1c4f41,ec2_instance,us-east-1,True,7,,low,cicd,50,114.22.114.53,kubectl/1.28,corr-1bcdbae90a38443b
evt-4532da4a1c07,2024-06-28T15:51:00Z,arn:aws:iam::123456789012:role/ci-runner-4,AssumedRole,RunInstances,i-ce5c2e415377,spot_instance,us-west-2,True,4,,low,staging,14,204.76.242.128,aws-cli/2.13,corr-b3e8603ca2484770
evt-95db552e59a5,2024-06-07T12:56:53Z,arn:aws:iam::123456789012:role/ci-runner-4,AssumedRole,ListBuckets,i-cb060979de8f,spot_instance,us-east-1,True,3,,low,analytics,16,128.181.173.58,aws-cli/2.13,corr-014b9249bc3b4ae3
evt-6f0ef98944ff,2024-06-16T15:36:48Z,arn:aws:iam::123456789012:role/ci-runner-4,AssumedRole,PutObject,sg-820f8b555c95,security_group,eu-west-1,True,5,,medium,production,72,78.170.247.29,terraform/1.5,corr-0d69674ea7bd4717
evt-b97df0bbb870,2024-06-13T13:16:49Z,arn:aws:iam::123456789012:role/ci-runner-4,AssumedRole,PutObject,bucket-d24c2937191e,s3_bucket,us-east-1,True,6,,low,cicd,84,119.255.107.137,boto3/1.28,corr-c4cc599a7ac24c17
evt-8658b4707bdf,2024-06-04T17:19:39Z,arn:aws:iam::123456789012:role/ci-runner-1,AssumedRole,GetObject,bucket-1b3e95995b65,s3_bucket,eu-west-1,True,3,,medium,production,53,55.157.156.82,boto3/1.28,corr-17199dbeacd34214
evt-7fffba68c4fc,2024-06-14T15:31:03Z,arn:aws:iam::123456789012:user/dev-14,IAMUser,PutObject,i-f61231d424a0,spot_instance,us-east-1,True,6,,low,dev,77,123.80.86.57,terraform/1.5,corr-ef2f68f4e533442a
evt-37489f9b1404,2024-06-30T22:53:13Z,arn:aws:iam::123456789012:user/dev-5,IAMUser,AuthorizeSecurityGroupIngress,sg-be66576617eb,security_group,eu-west-1,False,0,77.247.39.93,medium,dev,6,185.253.100.118,boto3/1.28,corr-8affb45ad5a347e5
evt-71e0a5a9a9ea,2024-06-24T13:57:33Z,arn:aws:iam::123456789012:user/dev-5,IAMUser,GetObject,bucket-41305fb9569f,s3_bucket,eu-west-1,True,6,,medium,monitoring,62,96.239.177.197,kubectl/1.28,corr-ec77c95c91ba47cc
evt-b5d86750cbb6,2024-06-17T17:45:59Z,arn:aws:iam::123456789012:user/dev-11,IAMUser,PutObject,sg-df599bcbfefa,security_group,us-east-1,True,8,,high,staging,69,153.83.223.98,jenkins/2.414,corr-e427e0e1881142a1
evt-36b8eb151e0e,2024-06-10T10:45:09Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,AssumedRole,PutObject,i-ea0536b08f2a,ec2_instance,us-west-2,True,1,,medium,analytics,53,250.80.44.71,aws-cli/2.13,corr-8f830d56f32b4acc
evt-6b7041ef7c19,2024-06-19T15:16:13Z,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,AssumedRole,TerminateInstances,i-52380a021ebf,ec2_instance,ap-southeast-1,True,5,,low,staging,9,182.137.60.44,terraform/1.5,corr-44f834fed5bf4222
evt-f47b2f8b5f94,2024-06-25T09:08:39Z,arn:aws:iam::123456789012:user/dev-14,IAMUser,RunInstances,i-6d869750aa36,spot_instance,us-west-2,True,8,203.71.154.102,medium,staging,15,5.116.224.65,boto3/1.28,corr-01b6debc24ee4566
