resource_id,resource_type,created_time,deleted_time,ttl_minutes,namespace,owner,public_exposure,privilege_level,ephemeral_label
vol-c327818c3959,volume,2024-06-22T04:51:24Z,2024-06-22T04:54:24Z,3,cicd,arn:aws:iam::123456789012:user/dev-4,False,low,ephemeral
bucket-d06ec892ebef,s3_bucket,2024-06-21T14:39:47Z,2024-06-21T14:43:47Z,4,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,medium,ephemeral
bucket-abd8b41cf7ee,s3_bucket,2024-06-13T21:12:07Z,,211,cicd,arn:aws:iam::123456789012:role/ci-runner-5,False,low,persistent
i-0dec71017708,spot_instance,2024-06-07T16:33:53Z,2024-06-07T16:36:53Z,3,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,high,ephemeral
bucket-75ccb6d429b3,s3_bucket,2024-06-19T09:57:05Z,,977,monitoring,arn:aws:iam::123456789012:user/dev-4,False,low,persistent
sg-1da35b98e005,security_group,2024-06-22T07:59:14Z,,782,monitoring,arn:aws:iam::123456789012:user/dev-13,False,low,persistent
i-dc4b1702fd54,ec2_instance,2024-06-18T08:26:17Z,2024-06-18T09:25:17Z,59,staging,arn:aws:iam::123456789012:role/ci-runner-6,False,low,ephemeral
i-35f4589257b8,ec2_instance,2024-06-13T02:05:58Z,2024-06-13T02:14:58Z,9,monitoring,arn:aws:iam::123456789012:role/ci-runner-5,False,medium,ephemeral
i-83e88f6610db,ec2_instance,2024-06-22T00:46:34Z,2024-06-22T01:00:34Z,14,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,high,ephemeral
vol-4f51ebb60892,volume,2024-06-14T03:47:19Z,2024-06-14T03:53:19Z,6,cicd,arn:aws:iam::123456789012:user/dev-10,False,low,ephemeral
i-89982b302ed7,ec2_instance,2024-06-05T18:45:54Z,2024-06-05T18:49:54Z,4,dev,arn:aws:iam::123456789012:user/dev-10,False,high,ephemeral
i-68401a88ba03,spot_instance,2024-06-10T17:16:53Z,2024-06-10T17:29:53Z,13,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,high,ephemeral
bucket-5fb6d181c3fa,s3_bucket,2024-06-29T18:01:30Z,2024-06-29T18:44:30Z,43,staging,arn:aws:iam::123456789012:role/ci-runner-5,False,low,ephemeral
i-d2f9144548d1,ec2_instance,2024-06-07T11:45:45Z,2024-06-07T12:43:45Z,58,production,arn:aws:iam::123456789012:user/dev-7,False,medium,ephemeral
bucket-59896a3d8cbc,s3_bucket,2024-06-01T21:29:01Z,,1246,cicd,arn:aws:iam::123456789012:role/ci-runner-7,False,low,persistent
vol-5060a137c0f0,volume,2024-06-26T23:50:44Z,,1106,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,low,persistent
i-fe5a88edc261,ec2_instance,2024-06-06T14:51:13Z,,855,staging,arn:aws:iam::123456789012:user/dev-5,False,low,persistent
bucket-49671489a694,s3_bucket,2024-06-13T05:56:11Z,2024-06-13T06:29:11Z,33,dev,arn:aws:iam::123456789012:user/dev-9,False,high,ephemeral
i-cd2303b20604,ec2_instance,2024-06-18T19:46:38Z,,748,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,low,persistent
i-077e5a0d9026,ec2_instance,2024-06-15T10:08:34Z,2024-06-15T10:14:34Z,6,dev,arn:aws:iam::123456789012:role/ci-runner-6,False,medium,ephemeral
i-9174481ddea1,spot_instance,2024-06-19T21:57:18Z,2024-06-19T22:26:18Z,29,dev,arn:aws:iam::123456789012:user/dev-13,False,medium,ephemeral
vol-fc7a4d72886a,volume,2024-06-21T16:18:57Z,,197,analytics,arn:aws:iam::123456789012:user/dev-5,False,low,persistent
vol-b7f0421569dd,volume,2024-06-01T01:18:25Z,,400,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,low,persistent
i-33c3d9a07a6c,spot_instance,2024-06-02T15:11:05Z,,512,dev,arn:aws:iam::123456789012:user/dev-14,False,high,persistent
sg-4eefbdf9f168,security_group,2024-06-28T16:35:47Z,2024-06-28T16:47:47Z,12,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,low,ephemeral
sg-42811b1ac83b,security_group,2024-06-18T09:34:35Z,2024-06-18T10:01:35Z,27,monitoring,arn:aws:iam::123456789012:user/dev-3,False,low,ephemeral
i-8b38439c7522,ec2_instance,2024-06-02T21:56:42Z,2024-06-02T21:58:42Z,2,production,arn:aws:iam::123456789012:user/dev-13,False,low,ephemeral
i-d4007be9f674,spot_instance,2024-06-01T18:36:02Z,2024-06-01T19:04:02Z,28,analytics,arn:aws:iam::123456789012:role/ci-runner-2,False,medium,ephemeral
i-086ce323c4d4,ec2_instance,2024-06-04T11:39:45Z,2024-06-04T11:41:45Z,2,dev,arn:aws:iam::123456789012:role/ci-runner-4,False,low,ephemeral
i-50d19d004786,ec2_instance,2024-06-14T12:13:48Z,2024-06-14T12:16:48Z,3,monitoring,arn:aws:iam::123456789012:user/dev-4,False,medium,ephemeral
i-3a7cf0f73b68,ec2_instance,2024-06-22T23:12:07Z,,80,production,arn:aws:iam::123456789012:user/dev-7,False,low,persistent
vol-2c119721b797,volume,2024-06-16T13:36:02Z,2024-06-16T14:29:02Z,53,dev,arn:aws:iam::123456789012:user/dev-13,False,low,ephemeral
i-0557b951948f,ec2_instance,2024-06-17T18:29:37Z,2024-06-17T19:14:37Z,45,dev,arn:aws:iam::123456789012:user/dev-6,False,low,ephemeral
i-8ef0807647d1,ec2_instance,2024-06-02T19:08:43Z,2024-06-02T19:20:43Z,12,staging,arn:aws:iam::123456789012:user/dev-4,False,medium,ephemeral
vol-7667f8706733,volume,2024-06-09T02:44:36Z,,254,dev,arn:aws:iam::123456789012:user/dev-11,False,low,persistent
bucket-620f7bf5cb58,s3_bucket,2024-06-22T14:08:15Z,2024-06-22T14:40:15Z,32,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,False,low,ephemeral
vol-c7c921891571,volume,2024-06-10T06:21:09Z,,456,production,arn:aws:iam::123456789012:role/ci-runner-2,False,low,persistent
bucket-ae4290cd4a07,s3_bucket,2024-06-29T00:14:57Z,2024-06-29T00:27:57Z,13,monitoring,arn:aws:iam::123456789012:role/ci-runner-3,False,low,ephemeral
bucket-88db5b344030,s3_bucket,2024-06-28T10:07:24Z,2024-06-28T10:14:24Z,7,cicd,arn:aws:iam::123456789012:user/dev-14,False,low,ephemeral
sg-ad497549d972,security_group,2024-06-28T00:08:33Z,2024-06-28T00:14:33Z,6,monitoring,arn:aws:iam::123456789012:user/dev-2,False,low,ephemeral
i-a55f55fad480,spot_instance,2024-06-28T13:47:48Z,2024-06-28T14:23:48Z,36,dev,arn:aws:iam::123456789012:user/dev-1,False,medium,ephemeral
sg-e44bcbc92f6a,security_group,2024-06-14T01:19:10Z,2024-06-14T01:43:10Z,24,monitoring,arn:aws:iam::123456789012:user/dev-3,False,low,ephemeral
vol-665145c55058,volume,2024-06-06T04:12:38Z,2024-06-06T04:23:38Z,11,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,False,low,ephemeral
i-5d2647d9c7e6,ec2_instance,2024-06-12T04:04:43Z,2024-06-12T04:16:43Z,12,production,arn:aws:iam::123456789012:user/dev-13,False,low,ephemeral
sg-504758b7f813,security_group,2024-06-02T11:26:43Z,2024-06-02T11:32:43Z,6,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,medium,ephemeral
sg-bc71a2865900,security_group,2024-06-15T17:33:37Z,,770,staging,arn:aws:iam::123456789012:user/dev-7,False,low,persistent
bucket-aafad5ddbd10,s3_bucket,2024-06-05T06:21:05Z,,675,monitoring,arn:aws:iam::123456789012:role/ci-runner-3,False,medium,persistent
sg-6f42d8c79455,security_group,2024-06-18T06:49:39Z,2024-06-18T06:52:39Z,3,monitoring,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,medium,ephemeral
i-7664bcb198fe,spot_instance,2024-06-23T03:54:08Z,2024-06-23T04:21:08Z,27,analytics,arn:aws:iam::123456789012:user/dev-13,False,medium,ephemeral
vol-f65a4bf30e45,volume,2024-06-08T04:03:15Z,2024-06-08T04:15:15Z,12,analytics,arn:aws:iam::123456789012:user/dev-14,True,high,ephemeral
bucket-8aa35b7bf0bd,s3_bucket,2024-06-08T18:53:09Z,2024-06-08T19:00:09Z,7,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,medium,ephemeral
sg-1d49da7f4e35,security_group,2024-06-19T14:17:00Z,,1015,staging,arn:aws:iam::123456789012:user/dev-1,False,medium,persistent
i-743a9c61a884,spot_instance,2024-06-27T17:42:00Z,,306,monitoring,arn:aws:iam::123456789012:user/dev-13,False,low,persistent
i-47cbffeca74d,spot_instance,2024-06-03T21:03:10Z,2024-06-03T21:07:10Z,4,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,True,high,ephemeral
sg-268d849753bc,security_group,2024-06-16T00:47:42Z,,384,monitoring,arn:aws:iam::123456789012:user/dev-11,False,high,persistent
vol-e53abdfe8dbb,volume,2024-06-12T09:07:20Z,2024-06-12T09:15:20Z,8,staging,arn:aws:iam::123456789012:role/ci-runner-3,False,low,ephemeral
i-ee48962b492f,ec2_instance,2024-06-07T06:17:11Z,2024-06-07T06:56:11Z,39,analytics,arn:aws:iam::123456789012:role/ci-runner-6,False,low,ephemeral
sg-d08e25edb113,security_group,2024-06-11T13:24:42Z,2024-06-11T13:33:42Z,9,monitoring,arn:aws:iam::123456789012:user/dev-11,False,low,ephemeral
bucket-9f4587869ed0,s3_bucket,2024-06-10T01:48:22Z,2024-06-10T02:29:22Z,41,cicd,arn:aws:iam::123456789012:role/ci-runner-1,False,medium,ephemeral
vol-ec2a781ec74e,volume,2024-06-15T17:40:42Z,2024-06-15T18:19:42Z,39,cicd,arn:aws:iam::123456789012:role/ci-runner-7,False,medium,ephemeral
i-df9aacd8bcc0,ec2_instance,2024-06-19T13:53:28Z,2024-06-19T13:56:28Z,3,production,arn:aws:iam::123456789012:user/dev-9,False,medium,ephemeral
bucket-d71d272e4a07,s3_bucket,2024-06-02T20:20:55Z,2024-06-02T20:27:55Z,7,monitoring,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,True,high,ephemeral
vol-65f5e743d000,volume,2024-06-11T06:50:01Z,2024-06-11T07:21:01Z,31,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,medium,ephemeral
vol-ba31ea54ffbf,volume,2024-06-12T09:54:30Z,2024-06-12T09:57:30Z,3,analytics,arn:aws:iam::123456789012:user/dev-8,False,medium,ephemeral
vol-2ecbfab2e9cc,volume,2024-06-24T09:15:37Z,2024-06-24T10:00:37Z,45,production,arn:aws:iam::123456789012:user/dev-12,False,low,ephemeral
i-069bad5b75fb,spot_instance,2024-06-14T23:17:03Z,2024-06-14T23:30:03Z,13,analytics,arn:aws:iam::123456789012:role/ci-runner-7,False,high,ephemeral
i-fadf22d95398,ec2_instance,2024-06-11T05:42:47Z,2024-06-11T05:47:47Z,5,production,arn:aws:iam::123456789012:role/ci-runner-6,False,medium,ephemeral
bucket-7cb466aedf65,s3_bucket,2024-06-24T11:09:02Z,2024-06-24T11:36:02Z,27,production,arn:aws:iam::123456789012:role/ci-runner-5,False,low,ephemeral
i-4ed844603f6a,ec2_instance,2024-06-29T14:42:51Z,,315,staging,arn:aws:iam::123456789012:user/dev-11,False,medium,persistent
sg-5963e82db47a,security_group,2024-06-18T23:35:32Z,2024-06-19T00:15:32Z,40,monitoring,arn:aws:iam::123456789012:role/ci-runner-5,False,low,ephemeral
sg-50a77b4958ab,security_group,2024-06-03T23:39:45Z,2024-06-04T00:11:45Z,32,production,arn:aws:iam::123456789012:role/ci-runner-5,False,low,ephemeral
i-91aecad4eca1,ec2_instance,2024-06-29T16:07:00Z,2024-06-29T16:27:00Z,20,staging,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,low,ephemeral
i-0657e4012569,spot_instance,2024-06-06T21:50:32Z,2024-06-06T21:57:32Z,7,monitoring,arn:aws:iam::123456789012:user/dev-11,False,high,ephemeral
sg-f0fa43a3e29d,security_group,2024-06-03T18:19:16Z,,908,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,False,high,persistent
bucket-f10a3547624f,s3_bucket,2024-06-05T08:05:33Z,2024-06-05T08:13:33Z,8,production,arn:aws:iam::123456789012:role/ci-runner-5,False,low,ephemeral
sg-3561ac05c248,security_group,2024-06-05T07:35:09Z,2024-06-05T07:47:09Z,12,production,arn:aws:iam::123456789012:user/dev-9,True,high,ephemeral
i-d6ae8a6a6e7e,ec2_instance,2024-06-17T22:36:17Z,2024-06-17T22:48:17Z,12,staging,arn:aws:iam::123456789012:user/dev-10,True,high,ephemeral
i-fb91389cd2b5,spot_instance,2024-06-01T19:36:46Z,2024-06-01T19:48:46Z,12,dev,arn:aws:iam::123456789012:user/dev-1,False,low,ephemeral
sg-05e908efc3df,security_group,2024-06-01T22:51:56Z,,617,analytics,arn:aws:iam::123456789012:user/dev-2,False,medium,persistent
sg-41150e09c392,security_group,2024-06-13T06:09:36Z,2024-06-13T06:23:36Z,14,monitoring,arn:aws:iam::123456789012:user/dev-3,False,low,ephemeral
bucket-c1d98fb8e462,s3_bucket,2024-06-07T07:28:45Z,2024-06-07T07:31:45Z,3,production,arn:aws:iam::123456789012:user/dev-1,False,low,ephemeral
sg-30448063a98a,security_group,2024-06-13T16:19:57Z,2024-06-13T16:25:57Z,6,production,arn:aws:iam::123456789012:user/dev-2,False,low,ephemeral
i-c12fafec5d9e,spot_instance,2024-06-24T10:40:44Z,,180,dev,arn:aws:iam::123456789012:role/ci-runner-1,False,low,persistent
i-8838597823e4,spot_instance,2024-06-28T13:38:58Z,2024-06-28T14:34:58Z,56,analytics,arn:aws:iam::123456789012:role/ci-runner-1,False,low,ephemeral
i-632cd6a08e59,spot_instance,2024-06-23T05:20:32Z,,592,staging,arn:aws:iam::123456789012:user/dev-6,False,low,persistent
bucket-37ef50d91709,s3_bucket,2024-06-12T08:12:11Z,,334,cicd,arn:aws:iam::123456789012:user/dev-1,False,low,persistent
i-e8cefd654f37,ec2_instance,2024-06-08T18:24:06Z,,1047,staging,arn:aws:iam::123456789012:role/ci-runner-7,False,low,persistent
i-f2018a517854,ec2_instance,2024-06-25T04:03:32Z,,694,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,False,low,persistent
i-705b9368f6da,ec2_instance,2024-06-22T05:30:58Z,2024-06-22T05:35:58Z,5,analytics,arn:aws:iam::123456789012:user/dev-10,False,low,ephemeral
bucket-816424238550,s3_bucket,2024-06-08T13:28:30Z,2024-06-08T14:25:30Z,57,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,high,ephemeral
vol-f6410f035c9f,volume,2024-06-12T12:32:31Z,,1126,dev,arn:aws:iam::123456789012:role/ci-runner-7,False,medium,persistent
vol-2f010c381a81,volume,2024-06-11T17:02:33Z,2024-06-11T17:05:33Z,3,cicd,arn:aws:iam::123456789012:user/dev-6,False,medium,ephemeral
bucket-1a6d7187ed18,s3_bucket,2024-06-01T10:56:12Z,2024-06-01T11:05:12Z,9,analytics,arn:aws:iam::123456789012:role/ci-runner-4,False,medium,ephemeral
vol-04738ac8e2ae,volume,2024-06-14T06:22:33Z,2024-06-14T07:03:33Z,41,dev,arn:aws:iam::123456789012:user/dev-9,False,low,ephemeral
i-d2c4c21e7c4a,ec2_instance,2024-06-28T05:12:41Z,,634,staging,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,False,medium,persistent
i-4a5c7566910f,spot_instance,2024-06-20T21:42:32Z,2024-06-20T21:48:32Z,6,dev,arn:aws:iam::123456789012:user/dev-12,False,low,ephemeral
sg-824e2d0e2d09,security_group,2024-06-09T00:38:54Z,2024-06-09T00:42:54Z,4,monitoring,arn:aws:iam::123456789012:user/dev-3,False,medium,ephemeral
i-3c9f2cdd8e02,ec2_instance,2024-06-07T15:28:49Z,2024-06-07T15:35:49Z,7,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,False,low,ephemeral
i-ae195071ca66,ec2_instance,2024-06-05T15:11:30Z,2024-06-05T15:34:30Z,23,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,low,ephemeral
i-838e39581ea5,ec2_instance,2024-06-14T17:21:22Z,,754,analytics,arn:aws:iam::123456789012:user/dev-11,False,low,persistent
i-deaba4af75a5,spot_instance,2024-06-04T22:57:16Z,2024-06-04T23:11:16Z,14,dev,arn:aws:iam::123456789012:role/ci-runner-6,True,high,ephemeral
i-93129978149a,spot_instance,2024-06-24T22:48:27Z,2024-06-24T23:05:27Z,17,production,arn:aws:iam::123456789012:user/dev-9,False,low,ephemeral
i-e8472e0e7feb,spot_instance,2024-06-18T16:42:08Z,2024-06-18T16:57:08Z,15,production,arn:aws:iam::123456789012:role/ci-runner-2,False,medium,ephemeral
i-54252b602d7f,ec2_instance,2024-06-10T18:51:01Z,,1364,analytics,arn:aws:iam::123456789012:role/ci-runner-6,False,low,persistent
i-a1208ecf9c29,spot_instance,2024-06-09T22:33:47Z,2024-06-09T23:15:47Z,42,monitoring,arn:aws:iam::123456789012:user/dev-14,False,low,ephemeral
i-2ecbbdb0e62f,ec2_instance,2024-06-22T22:57:25Z,,906,analytics,arn:aws:iam::123456789012:role/ci-runner-3,False,low,persistent
i-175941154e71,spot_instance,2024-06-26T15:47:11Z,2024-06-26T16:35:11Z,48,monitoring,arn:aws:iam::123456789012:role/ci-runner-1,False,low,ephemeral
vol-26615f85a27d,volume,2024-06-12T00:20:02Z,2024-06-12T01:01:02Z,41,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,low,ephemeral
bucket-fb6b398228ee,s3_bucket,2024-06-19T15:51:04Z,2024-06-19T16:05:04Z,14,production,arn:aws:iam::123456789012:role/ci-runner-1,False,low,ephemeral
i-87715c5405b8,ec2_instance,2024-06-13T08:02:00Z,,753,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,high,persistent
bucket-1c59b5c8657a,s3_bucket,2024-06-23T02:11:38Z,2024-06-23T02:20:38Z,9,staging,arn:aws:iam::123456789012:user/dev-14,False,high,ephemeral
sg-4704b9c3ff64,security_group,2024-06-01T06:55:12Z,2024-06-01T07:01:12Z,6,analytics,arn:aws:iam::123456789012:user/dev-9,True,high,ephemeral
i-6eca1cf9ace6,ec2_instance,2024-06-23T09:59:47Z,,850,cicd,arn:aws:iam::123456789012:role/ci-runner-6,False,medium,persistent
bucket-b9b6c9a3b60b,s3_bucket,2024-06-10T11:10:45Z,2024-06-10T11:56:45Z,46,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,low,ephemeral
i-4975c3752efb,spot_instance,2024-06-27T09:01:47Z,2024-06-27T09:03:47Z,2,production,arn:aws:iam::123456789012:user/dev-13,False,low,ephemeral
i-e25b16bd88db,spot_instance,2024-06-23T15:56:47Z,2024-06-23T16:04:47Z,8,staging,arn:aws:iam::123456789012:role/ci-runner-7,False,high,ephemeral
bucket-fcf720ada24b,s3_bucket,2024-06-30T03:50:28Z,,625,analytics,arn:aws:iam::123456789012:user/dev-13,False,medium,persistent
vol-56485f780c53,volume,2024-06-19T03:53:15Z,2024-06-19T03:55:15Z,2,cicd,arn:aws:iam::123456789012:user/dev-2,False,high,ephemeral
bucket-405a5ef6f46f,s3_bucket,2024-06-27T23:29:40Z,2024-06-27T23:41:40Z,12,monitoring,arn:aws:iam::123456789012:user/dev-8,False,low,ephemeral
sg-2a63fdd9d1ca,security_group,2024-06-21T08:14:29Z,2024-06-21T08:58:29Z,44,monitoring,arn:aws:iam::123456789012:user/dev-13,False,medium,ephemeral
vol-861e01d2b7d8,volume,2024-06-08T14:47:06Z,2024-06-08T14:58:06Z,11,staging,arn:aws:iam::123456789012:role/ci-runner-5,False,high,ephemeral
i-f1a28e170acc,ec2_instance,2024-06-29T17:53:59Z,2024-06-29T17:59:59Z,6,analytics,arn:aws:iam::123456789012:user/dev-1,False,high,ephemeral
vol-6ca0627f7ef2,volume,2024-06-22T18:01:44Z,,1058,analytics,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,medium,persistent
vol-8b49f4c6e94a,volume,2024-06-20T16:19:18Z,2024-06-20T16:31:18Z,12,dev,arn:aws:iam::123456789012:user/dev-12,False,medium,ephemeral
i-e2aed1e7d11f,ec2_instance,2024-06-23T06:00:39Z,2024-06-23T06:10:39Z,10,monitoring,arn:aws:iam::123456789012:user/dev-7,True,high,ephemeral
vol-22e3013f00a4,volume,2024-06-09T12:54:28Z,2024-06-09T13:37:28Z,43,production,arn:aws:iam::123456789012:role/ci-runner-1,False,low,ephemeral
i-1dd0ac2e77a3,spot_instance,2024-06-24T03:37:45Z,,954,analytics,arn:aws:iam::123456789012:user/dev-5,False,low,persistent
i-c52897598b43,spot_instance,2024-06-10T07:07:26Z,2024-06-10T07:18:26Z,11,staging,arn:aws:iam::123456789012:role/ci-runner-7,False,medium,ephemeral
i-4bdc68b9513a,spot_instance,2024-06-09T06:08:24Z,,963,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,medium,persistent
i-c446e7de00c8,spot_instance,2024-06-06T03:56:12Z,2024-06-06T04:55:12Z,59,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-2,False,low,ephemeral
vol-d31cad4e588c,volume,2024-06-11T20:54:09Z,2024-06-11T21:22:09Z,28,production,arn:aws:iam::123456789012:role/ci-runner-2,False,high,ephemeral
bucket-9d5692da7a31,s3_bucket,2024-06-17T16:33:53Z,,423,monitoring,arn:aws:iam::123456789012:user/dev-7,False,low,persistent
i-5dc65c6428aa,ec2_instance,2024-06-28T18:56:06Z,2024-06-28T19:13:06Z,17,monitoring,arn:aws:iam::123456789012:user/dev-9,True,high,ephemeral
sg-4381e306c57a,security_group,2024-06-16T15:58:29Z,2024-06-16T16:06:29Z,8,monitoring,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,high,ephemeral
bucket-105486bf9fc7,s3_bucket,2024-06-22T17:22:12Z,,245,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,low,persistent
bucket-ecc7bd75e96b,s3_bucket,2024-06-25T10:00:34Z,2024-06-25T10:51:34Z,51,staging,arn:aws:iam::123456789012:user/dev-11,False,low,ephemeral
i-08f6d0b66762,spot_instance,2024-06-13T03:19:52Z,2024-06-13T04:17:52Z,58,cicd,arn:aws:iam::123456789012:user/dev-9,False,low,ephemeral
vol-88c4262d7349,volume,2024-06-23T15:07:36Z,2024-06-23T15:37:36Z,30,production,arn:aws:iam::123456789012:user/dev-1,False,low,ephemeral
sg-2f7a9e873548,security_group,2024-06-24T08:11:47Z,2024-06-24T08:35:47Z,24,staging,arn:aws:iam::123456789012:user/dev-14,False,low,ephemeral
i-60f0dab2f906,ec2_instance,2024-06-24T18:28:35Z,2024-06-24T19:23:35Z,55,dev,arn:aws:iam::123456789012:user/dev-10,False,medium,ephemeral
sg-167520e95064,security_group,2024-06-12T17:44:27Z,2024-06-12T18:26:27Z,42,dev,arn:aws:iam::123456789012:user/dev-11,False,high,ephemeral
i-32212612f629,ec2_instance,2024-06-01T10:00:32Z,2024-06-01T10:25:32Z,25,production,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,low,ephemeral
i-7b97c7573af6,ec2_instance,2024-06-20T20:16:41Z,2024-06-20T20:23:41Z,7,analytics,arn:aws:iam::123456789012:user/dev-8,False,medium,ephemeral
bucket-18a52c90559a,s3_bucket,2024-06-06T18:31:55Z,2024-06-06T18:33:55Z,2,analytics,arn:aws:iam::123456789012:role/ci-runner-6,False,medium,ephemeral
bucket-a0a1d37110d5,s3_bucket,2024-06-28T11:06:43Z,2024-06-28T11:55:43Z,49,analytics,arn:aws:iam::123456789012:user/dev-7,False,low,ephemeral
i-16cf8d2ec1e3,ec2_instance,2024-06-05T19:49:13Z,2024-06-05T19:55:13Z,6,staging,arn:aws:iam::123456789012:user/dev-1,False,medium,ephemeral
vol-6b1d151ddd92,volume,2024-06-15T21:49:23Z,2024-06-15T21:56:23Z,7,dev,arn:aws:iam::123456789012:user/dev-8,False,low,ephemeral
sg-eaa1a6bad838,security_group,2024-06-01T17:25:32Z,2024-06-01T17:41:32Z,16,production,arn:aws:iam::123456789012:user/dev-14,False,medium,ephemeral
bucket-549658d15c0a,s3_bucket,2024-06-01T15:41:43Z,2024-06-01T15:57:43Z,16,staging,arn:aws:iam::123456789012:user/dev-12,False,low,ephemeral
bucket-28e79a810630,s3_bucket,2024-06-27T11:01:15Z,2024-06-27T11:10:15Z,9,staging,arn:aws:iam::123456789012:role/ci-runner-6,False,low,ephemeral
sg-1931abaa0f21,security_group,2024-06-05T20:47:27Z,,429,monitoring,arn:aws:iam::123456789012:user/dev-8,False,medium,persistent
vol-889e78095091,volume,2024-06-17T08:11:11Z,,488,cicd,arn:aws:iam::123456789012:user/dev-9,False,low,persistent
bucket-9422475e7abb,s3_bucket,2024-06-23T01:32:37Z,2024-06-23T02:02:37Z,30,staging,arn:aws:iam::123456789012:user/dev-8,False,medium,ephemeral
vol-e8556d2852af,volume,2024-06-27T22:34:39Z,,806,production,arn:aws:iam::123456789012:user/dev-13,False,medium,persistent
sg-7338c33788ce,security_group,2024-06-08T01:25:23Z,2024-06-08T01:28:23Z,3,dev,arn:aws:iam::123456789012:user/dev-8,False,low,ephemeral
i-efde8f2aee2c,ec2_instance,2024-06-16T16:06:33Z,2024-06-16T16:21:33Z,15,analytics,arn:aws:iam::123456789012:role/ci-runner-3,True,high,ephemeral
i-d127a8d87fe8,spot_instance,2024-06-26T11:03:27Z,2024-06-26T11:17:27Z,14,cicd,arn:aws:iam::123456789012:user/dev-4,True,high,ephemeral
bucket-13af48868572,s3_bucket,2024-06-15T05:30:05Z,2024-06-15T06:18:05Z,48,production,arn:aws:iam::123456789012:user/dev-12,False,low,ephemeral
i-ea58bb241ce9,spot_instance,2024-06-07T23:17:09Z,2024-06-07T23:30:09Z,13,monitoring,arn:aws:sts::123456789012:assumed-role/analytics-role/session-4,False,high,ephemeral
bucket-d16e18be5fd5,s3_bucket,2024-06-23T12:52:28Z,2024-06-23T12:56:28Z,4,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,medium,ephemeral
i-306237e7c071,spot_instance,2024-06-16T18:47:36Z,2024-06-16T19:32:36Z,45,monitoring,arn:aws:sts::123456789012:assumed-role/analytics-role/session-5,False,low,ephemeral
i-e023f9df5126,spot_instance,2024-06-02T12:01:47Z,2024-06-02T12:03:47Z,2,production,arn:aws:iam::123456789012:role/ci-runner-3,False,high,ephemeral
vol-3e880383a093,volume,2024-06-19T18:49:25Z,2024-06-19T19:34:25Z,45,monitoring,arn:aws:iam::123456789012:role/ci-runner-4,False,medium,ephemeral
bucket-492144c58fe4,s3_bucket,2024-06-27T20:26:15Z,2024-06-27T21:00:15Z,34,cicd,arn:aws:iam::123456789012:user/dev-13,False,low,ephemeral
i-060f24d2b18e,spot_instance,2024-06-07T03:11:08Z,2024-06-07T03:42:08Z,31,dev,arn:aws:iam::123456789012:user/dev-10,False,low,ephemeral
sg-b28831d5eb8d,security_group,2024-06-08T07:39:21Z,,1354,analytics,arn:aws:iam::123456789012:role/ci-runner-1,False,low,persistent
vol-6e4b7fd22945,volume,2024-06-24T05:57:23Z,2024-06-24T06:10:23Z,13,cicd,arn:aws:sts::123456789012:assumed-role/analytics-role/session-1,False,high,ephemeral
i-53fefac09def,spot_instance,2024-06-10T20:57:28Z,2024-06-10T21:23:28Z,26,dev,arn:aws:sts::123456789012:assumed-role/analytics-role/session-3,False,low,ephemeral
