event_id,timestamp,namespace,pod_name,event_type,controller_owner,service_account,image_name,privileged,host_network,public_exposure,node_port,ttl_minutes,labels_present,cpu_request,memory_request,correlation_id
k8s-21fa32e236d8,2024-06-11T14:23:05Z,dev,worker-dev-d1f5c4,PodDeleted,StatefulSet,deploy-sa,python:3.11-slim,False,False,False,0,5,True,202m,1672Mi,corr-607bf922cb0643fc
k8s-53c73e749317,2024-06-18T16:45:10Z,cicd,worker-cic-c3e1d0,DeploymentCreated,Job,ci-runner,golang:1.21,False,False,False,0,33,True,1993m,1860Mi,corr-98ec91ef78134183
k8s-1a2e1a350bb9,2024-06-12T09:12:50Z,analytics,builder-ana-5c9cf2,RoleBindingCreated,HPA,deploy-sa,node:20-alpine,False,False,False,0,23,True,839m,3080Mi,corr-f12dbe8371e84c2f
k8s-036c64cb5db4,2024-06-04T22:14:56Z,staging,scanner-sta-bfb86b,ServiceCreated,Deployment,admin-sa,ubuntu:22.04,False,False,True,30586,8,True,1899m,3573Mi,corr-10b7928de47046be
k8s-60f56c81865f,2024-06-23T11:40:07Z,cicd,linter-cic-7c3e03,ServiceCreated,None,deploy-sa,python:3.11-slim,False,False,False,0,9,True,1978m,3470Mi,corr-16731e26d21d4b55
k8s-d9810e26dd46,2024-06-21T06:10:10Z,dev,builder-dev-ada1b3,ServiceCreated,CronJob,analytics-sa,ubuntu:22.04,False,False,True,30746,4,True,1496m,539Mi,corr-83d2de14525b442c
k8s-5e90f49ef812,2024-06-21T09:18:25Z,monitoring,analytics-mon-ede28d,PodCreated,StatefulSet,default,ci-runner:latest,False,False,False,0,70,True,1241m,3623Mi,corr-a06d0fcb2b7e40d2
k8s-b1f366825bd9,2024-06-11T10:44:53Z,cicd,batch-cic-8f2538,DeploymentCreated,None,admin-sa,grafana:10.0,True,False,True,30674,15,True,1669m,2762Mi,corr-82fd07a364814284
k8s-2baae0cf7478,2024-06-24T13:17:49Z,staging,linter-sta-ecd590,PodDeleted,None,admin-sa,ci-runner:latest,False,False,False,0,80,True,1238m,2236Mi,corr-4c98702149214efe
k8s-872dcf941d6d,2024-06-13T10:35:24Z,cicd,worker-cic-688941,ClusterRoleBindingCreated,Deployment,deploy-sa,ubuntu:22.04,False,False,False,0,42,True,1621m,2717Mi,corr-a606051becb14359
k8s-fe2163e7f48c,2024-06-12T12:56:26Z,staging,test-runner-sta-04dc24,SecretMounted,CronJob,analytics-sa,node:20-alpine,False,False,False,0,60,True,1173m,3257Mi,corr-9d4c91476e60407d
k8s-9bd451bc4650,2024-06-30T09:06:52Z,staging,test-runner-sta-148f2d,ConfigMapCreated,CronJob,admin-sa,golang:1.21,False,False,False,0,38,True,101m,999Mi,corr-253a1bbed900495a
k8s-b93ce8da1758,2024-06-25T17:56:52Z,staging,test-runner-sta-e09a5b,SecretMounted,Job,debug-sa,redis:7,False,False,False,0,17,True,608m,1593Mi,corr-0e7932a868094213
k8s-6f032c5face3,2024-06-22T15:18:36Z,production,batch-pro-99c651,PodCreated,Job,ci-runner,ci-runner:latest,False,False,False,0,13,True,923m,1080Mi,corr-4685e4b9f52d43f9
k8s-40f4facf9211,2024-06-03T10:51:52Z,dev,analytics-dev-617731,ConfigMapCreated,StatefulSet,monitor-sa,grafana:10.0,False,False,False,0,14,True,805m,2583Mi,corr-4f8b5d678a674508
k8s-8d00f6da9a44,2024-06-22T12:11:52Z,cicd,linter-cic-e66ea8,PodCreated,Deployment,deploy-sa,ubuntu:22.04,False,False,False,0,20,True,972m,3009Mi,corr-c63825d8aa0e4d0e
k8s-ee0244d9d1c3,2024-06-18T16:10:42Z,monitoring,db-migrate-mon-730b06,PodCreated,Job,default,ubuntu:22.04,False,False,False,0,19,True,1852m,2185Mi,corr-66510fcd884e495f
k8s-242f80b91d46,2024-06-06T10:27:52Z,analytics,scanner-ana-413560,DeploymentCreated,Job,analytics-sa,prometheus:v2.45,False,False,False,0,18,True,1335m,3990Mi,corr-a484a1b3dc214044
k8s-2f5712feb83c,2024-06-25T11:42:49Z,staging,batch-sta-a8c3d9,PodDeleted,Deployment,ci-runner,golang:1.21,False,False,False,0,7,True,1854m,3349Mi,corr-9c982612a7e54af5
k8s-5268c37ca3c3,2024-06-13T12:29:27Z,monitoring,db-migrate-mon-d7572c,PodCreated,CronJob,deploy-sa,prometheus:v2.45,False,False,False,0,11,True,273m,424Mi,corr-30bc28f8d91741e0
k8s-39f4292c8df0,2024-06-30T17:02:30Z,production,test-runner-pro-2c5d83,SecretMounted,HPA,analytics-sa,node:20-alpine,False,False,False,0,77,True,1059m,2343Mi,corr-5509cf914bd340cd
k8s-c8871e3664d4,2024-06-13T15:49:43Z,staging,analytics-sta-3e712d,PodCreated,Job,analytics-sa,nginx:1.25,False,False,False,0,15,True,1833m,771Mi,corr-54a3a482df254627
k8s-bfe273bcea62,2024-06-26T14:26:39Z,monitoring,batch-mon-bf90d6,PodCreated,Job,default,golang:1.21,False,False,False,0,12,True,1457m,2749Mi,corr-4d0390b13b2646a5
k8s-a176e877cffb,2024-06-22T16:19:07Z,monitoring,db-migrate-mon-5c85db,DeploymentCreated,CronJob,monitor-sa,nginx:1.25,False,False,False,0,48,True,1520m,2658Mi,corr-6e140fd312d34168
k8s-a61e2b609df6,2024-06-08T16:57:44Z,staging,linter-sta-638d62,SecretMounted,Deployment,debug-sa,redis:7,False,False,False,0,41,True,1500m,2940Mi,corr-a0f8ec744a9446aa
k8s-cadbd9de35d6,2024-06-01T10:50:13Z,production,linter-pro-d7beaa,PodDeleted,HPA,admin-sa,prometheus:v2.45,False,False,False,0,25,True,1115m,1444Mi,corr-83d89fb9f16e47ca
k8s-efaae10cc300,2024-06-27T16:35:00Z,cicd,cache-cic-ccb74b,PodDeleted,CronJob,deploy-sa,python:3.11-slim,False,False,False,0,18,True,1824m,901Mi,corr-7b7596cd848448b9
k8s-91de1617b4ce,2024-06-17T10:05:38Z,analytics,analytics-ana-a5d511,ConfigMapCreated,Job,admin-sa,ci-runner:latest,False,False,False,0,17,True,118m,1101Mi,corr-c31a5848a8d44839
k8s-b489216163e2,2024-06-04T14:14:13Z,staging,linter-sta-b6f0e5,RoleBindingCreated,Deployment,deploy-sa,ci-runner:latest,False,False,False,0,27,True,586m,2856Mi,corr-b14b0ab3f60348d3
k8s-55d7b17a50d7,2024-06-19T16:27:12Z,monitoring,db-migrate-mon-76df2c,ServiceCreated,Job,monitor-sa,python:3.11-slim,False,False,False,0,52,True,1069m,2818Mi,corr-90e7cdc7c46b4547
k8s-82486d90441e,2024-06-05T13:51:42Z,analytics,cache-ana-236263,SecretMounted,Job,monitor-sa,ci-runner:latest,False,False,False,0,29,True,777m,1496Mi,corr-3074adcca1c44184
k8s-d0b8ecd47f73,2024-06-13T17:59:31Z,monitoring,cache-mon-40c6ee,DeploymentCreated,HPA,analytics-sa,ci-runner:latest,False,False,False,0,18,True,1959m,167Mi,corr-7c2f997ca2664d1b
k8s-4376df0c6a5a,2024-06-03T11:06:40Z,staging,builder-sta-587617,PodDeleted,StatefulSet,debug-sa,node:20-alpine,False,False,False,0,8,True,242m,2281Mi,corr-febc5e6c111d49d2
k8s-a0222f1f1805,2024-06-15T15:24:48Z,production,db-migrate-pro-a9fd33,PodDeleted,HPA,debug-sa,ubuntu:22.04,False,False,False,0,6,True,780m,454Mi,corr-c94c62af59a04cfb
k8s-9bcbd08ba3b2,2024-06-02T09:02:54Z,analytics,analytics-ana-221b5e,DeploymentCreated,CronJob,deploy-sa,golang:1.21,False,False,False,0,20,True,502m,3191Mi,corr-6a51468d184e4709
k8s-109eb4e7b454,2024-06-06T15:57:40Z,staging,linter-sta-3eca07,PodDeleted,Job,ci-runner,ci-runner:latest,False,False,False,0,29,True,1380m,3096Mi,corr-1714c7b581f24399
k8s-68b509d36edd,2024-06-21T09:17:02Z,staging,scanner-sta-8a0f6a,PodCreated,Job,analytics-sa,nginx:1.25,False,False,False,0,6,True,495m,2982Mi,corr-ee8af800f40f475f
k8s-a053493258da,2024-06-10T13:19:09Z,dev,builder-dev-cf457b,DeploymentCreated,CronJob,ci-runner,custom-app:v2.1,False,False,False,0,39,True,1556m,332Mi,corr-26488e01e42d4d58
k8s-5e92f5cc1554,2024-06-10T14:17:22Z,monitoring,cache-mon-f42b0a,PodCreated,None,admin-sa,prometheus:v2.45,True,False,True,30573,4,False,832m,1028Mi,corr-b5d4599d13c94e42
k8s-a886485ad764,2024-06-17T09:26:58Z,production,linter-pro-1d9051,PodCreated,StatefulSet,monitor-sa,ubuntu:22.04,False,False,False,0,9,True,1157m,3943Mi,corr-39cc787a4e474213
k8s-8818e8dd3652,2024-06-25T12:06:02Z,staging,test-runner-sta-6daaf4,DeploymentCreated,None,monitor-sa,nginx:1.25,False,False,False,0,52,True,1316m,593Mi,corr-8a533af0db514ca3
k8s-b68d2bc67f0f,2024-06-09T17:19:44Z,dev,test-runner-dev-1e1e8f,ServiceCreated,HPA,debug-sa,redis:7,False,False,False,0,43,True,1760m,533Mi,corr-c56fb62556934e59
k8s-e1d097760a46,2024-06-28T13:13:48Z,cicd,db-migrate-cic-ebe96d,PodCreated,HPA,deploy-sa,grafana:10.0,False,False,False,0,7,True,463m,2188Mi,corr-3ed4d7eed15947d9
k8s-c826f608321c,2024-06-25T13:28:59Z,monitoring,scanner-mon-64be96,PodDeleted,Job,ci-runner,ci-runner:latest,False,False,False,0,11,True,1565m,3097Mi,corr-c37e20576de447ee
k8s-67f3f48b101f,2024-06-14T17:49:42Z,monitoring,scanner-mon-6b454c,ConfigMapCreated,Deployment,monitor-sa,golang:1.21,False,False,False,0,10,True,1269m,2053Mi,corr-229f8e25201a41ee
k8s-c751c322c674,2024-06-29T14:56:23Z,production,api-pro-3ddee6,DeploymentCreated,HPA,ci-runner,custom-app:v2.1,False,False,False,0,30,True,550m,3301Mi,corr-0a4a7e12961b4396
k8s-b93d04363690,2024-06-22T13:21:34Z,monitoring,worker-mon-4afff2,ServiceCreated,CronJob,debug-sa,grafana:10.0,False,False,False,0,83,True,1209m,3028Mi,corr-2458ee4ed8a04380
k8s-2f23d5be213d,2024-06-02T10:11:50Z,monitoring,cache-mon-ac6f00,RoleBindingCreated,None,analytics-sa,golang:1.21,False,False,False,0,65,True,814m,3884Mi,corr-3293eb0512934fa1
k8s-0cc654380287,2024-06-26T11:32:50Z,production,linter-pro-447f09,SecretMounted,HPA,admin-sa,grafana:10.0,False,False,False,0,45,True,1669m,634Mi,corr-8af0791f82224330
k8s-e471f99477b8,2024-06-26T11:17:38Z,staging,worker-sta-76b516,PodCreated,HPA,default,nginx:1.25,False,False,False,0,19,True,240m,3474Mi,corr-8d7aca19d5514a05
k8s-94ac92c00039,2024-06-13T15:42:47Z,cicd,test-runner-cic-a17e4f,RoleBindingCreated,HPA,deploy-sa,ubuntu:22.04,False,False,False,0,47,True,1272m,1516Mi,corr-a8ca1620deab407c
k8s-505e072b8c10,2024-06-02T12:16:10Z,dev,cache-dev-435a2a,ConfigMapCreated,Deployment,monitor-sa,ci-runner:latest,False,False,False,0,43,True,1327m,507Mi,corr-feece1c51d4c4ccc
k8s-a3afb6558a80,2024-06-21T06:14:10Z,dev,analytics-dev-52c68c,PodDeleted,Job,ci-runner,ci-runner:latest,False,False,False,0,6,True,884m,1708Mi,corr-83d2de14525b442c
k8s-01fbff596376,2024-06-16T14:07:52Z,dev,cache-dev-5bec24,ConfigMapCreated,None,admin-sa,custom-app:v2.1,False,False,False,0,18,True,1555m,2197Mi,corr-013bbf5f27cc4293
k8s-c9d6201f3461,2024-06-29T11:31:23Z,cicd,api-cic-40e3fc,SecretMounted,Job,analytics-sa,golang:1.21,False,False,False,0,14,True,261m,853Mi,corr-a8eecc9a2e5a4a4b
k8s-5a2188c4aee1,2024-06-08T17:36:05Z,cicd,api-cic-92d7a6,ServiceCreated,CronJob,analytics-sa,custom-app:v2.1,False,False,False,0,37,True,1680m,3778Mi,corr-58695dd751da423b
k8s-651b482a8c34,2024-06-10T15:45:02Z,monitoring,batch-mon-cc0383,PodDeleted,Job,default,custom-app:v2.1,False,False,False,0,15,True,1814m,3555Mi,corr-b26c6b1d04c74077
k8s-30babadced6a,2024-06-19T10:25:48Z,cicd,linter-cic-55f01d,ConfigMapCreated,Job,deploy-sa,redis:7,False,False,False,0,30,True,1801m,2958Mi,corr-508ce153bb804cce
k8s-d2a77fb57efc,2024-06-14T11:05:54Z,staging,batch-sta-5f9abc,ConfigMapCreated,CronJob,monitor-sa,golang:1.21,False,False,False,0,48,True,478m,1980Mi,corr-5c5f430036af4e36
k8s-9e4bb66b3f08,2024-06-25T17:58:56Z,monitoring,analytics-mon-166ffa,PodCreated,Job,debug-sa,node:20-alpine,False,False,False,0,17,True,861m,1295Mi,corr-a36d2cfb1b04446e
k8s-187f3de44781,2024-06-21T16:34:16Z,dev,test-runner-dev-a9464f,PodCreated,CronJob,analytics-sa,custom-app:v2.1,False,False,False,0,68,True,141m,1316Mi,corr-4d333b1f70aa441c
k8s-5d6a7ac428dd,2024-06-09T20:53:33Z,production,analytics-pro-8d5181,ClusterRoleBindingCreated,CronJob,admin-sa,redis:7,False,False,False,0,30,True,459m,387Mi,corr-75737246b6464ee8
k8s-90dc85140c50,2024-06-06T12:19:39Z,cicd,test-runner-cic-93c6e1,RoleBindingCreated,Deployment,deploy-sa,custom-app:v2.1,False,False,False,0,59,True,1409m,2220Mi,corr-15b59fd942ae4527
k8s-3d504228efb1,2024-06-24T13:56:27Z,staging,analytics-sta-c0c7cc,PodCreated,HPA,analytics-sa,node:20-alpine,False,False,False,0,6,True,289m,3880Mi,corr-445a68a186bd4383
k8s-e36c58ad588d,2024-06-30T17:08:45Z,staging,cache-sta-a74aa2,PodCreated,CronJob,analytics-sa,custom-app:v2.1,False,False,False,0,3,True,1116m,2439Mi,corr-482d38bb4fd84a58
k8s-e847f8b3a853,2024-06-17T09:51:58Z,production,db-migrate-pro-b0968e,ServiceCreated,Job,default,nginx:1.25,False,False,False,0,56,True,370m,1956Mi,corr-aa321d2b17fd4354
k8s-532593d92680,2024-06-27T14:04:12Z,analytics,linter-ana-8d972d,RoleBindingCreated,Deployment,debug-sa,custom-app:v2.1,False,False,True,30362,7,True,1591m,382Mi,corr-b229807c490f417c
k8s-e6e94655c8e6,2024-06-15T17:00:33Z,monitoring,worker-mon-1e3d7b,PodCreated,Job,default,ci-runner:latest,False,False,False,0,11,True,1523m,2568Mi,corr-37a7df62331540dd
k8s-5ee7aa9f9b87,2024-06-08T16:25:46Z,staging,scanner-sta-3f02a4,SecretMounted,Job,default,prometheus:v2.45,False,False,False,0,32,True,932m,1255Mi,corr-eddc1fa6b39f438e
k8s-8bfdcf7f9217,2024-06-04T15:02:44Z,dev,cache-dev-a65789,ConfigMapCreated,Job,deploy-sa,golang:1.21,False,False,False,0,21,True,1522m,3204Mi,corr-6d337ca3d19747da
k8s-fb43d27be905,2024-06-18T12:02:58Z,monitoring,linter-mon-c67276,DeploymentCreated,HPA,admin-sa,ubuntu:22.04,False,False,False,0,26,True,590m,3762Mi,corr-1f2cdac9130a4c76
k8s-cf3ae51a2561,2024-06-06T14:46:06Z,production,analytics-pro-82552f,PodDeleted,DaemonSet,ci-runner,prometheus:v2.45,False,False,False,0,20,True,1529m,3953Mi,corr-9dcb9ab495864cc4
k8s-dfdd9fcdb45e,2024-06-16T09:16:14Z,staging,batch-sta-5a7a2f,SecretMounted,CronJob,deploy-sa,redis:7,False,False,False,0,51,True,1984m,3474Mi,corr-16ff00f5bd0a4b62
k8s-8c2908262761,2024-06-25T12:39:22Z,production,worker-pro-8b4a4d,PodDeleted,HPA,deploy-sa,prometheus:v2.45,False,False,False,0,17,True,1348m,2561Mi,corr-dbdc823b45d44e57
k8s-43d371d2cc3f,2024-06-11T13:53:37Z,monitoring,analytics-mon-5c473b,DeploymentCreated,CronJob,default,ubuntu:22.04,False,False,False,0,42,True,1373m,3157Mi,corr-b3af38370a994775
k8s-fad7bde17537,2024-06-27T10:32:41Z,cicd,scanner-cic-2da456,PodDeleted,DaemonSet,analytics-sa,redis:7,False,False,False,0,52,True,1232m,2767Mi,corr-b43f785d951b425e
k8s-8ddc586b03de,2024-06-15T13:27:06Z,staging,analytics-sta-47f343,ConfigMapCreated,HPA,deploy-sa,prometheus:v2.45,False,False,False,0,50,True,971m,3291Mi,corr-f5de3c1bd03d4636
k8s-e7eaa6d680a1,2024-06-25T14:56:29Z,staging,test-runner-sta-b7afdc,PodCreated,Job,default,python:3.11-slim,False,False,False,0,17,True,209m,599Mi,corr-597655eb01284e78
k8s-ea21589b67a5,2024-06-08T13:07:36Z,production,test-runner-pro-73c01c,ServiceCreated,Deployment,deploy-sa,ci-runner:latest,False,False,False,0,29,True,474m,2386Mi,corr-ed3426ba9c2f479b
k8s-854324b9d10a,2024-06-04T10:10:36Z,monitoring,db-migrate-mon-3b9ceb,PodDeleted,Deployment,admin-sa,python:3.11-slim,False,False,False,0,58,True,1222m,2527Mi,corr-1383bf6613a24d48
k8s-0e32b02e698e,2024-06-07T13:16:24Z,production,analytics-pro-0f4193,ConfigMapCreated,DaemonSet,debug-sa,nginx:1.25,False,False,False,0,9,True,553m,644Mi,corr-9dda7e144af84516
k8s-a39fa39223f2,2024-06-09T12:40:22Z,analytics,builder-ana-7d23bc,SecretMounted,Job,ci-runner,custom-app:v2.1,False,False,False,0,46,True,1380m,409Mi,corr-cb2a46ac9d8a4be5
k8s-b9eaca578a88,2024-06-03T12:34:21Z,staging,scanner-sta-b5bd92,ConfigMapCreated,Deployment,analytics-sa,prometheus:v2.45,False,False,False,0,3,True,166m,679Mi,corr-a2f508c224444bbc
k8s-72014626d227,2024-06-26T09:53:10Z,cicd,db-migrate-cic-67492c,ConfigMapCreated,Deployment,deploy-sa,python:3.11-slim,False,False,False,0,52,True,862m,3261Mi,corr-b5ccdd2aef2948be
k8s-96bcdffd13fb,2024-06-29T15:18:49Z,staging,cache-sta-632572,PodCreated,HPA,monitor-sa,nginx:1.25,False,False,False,0,5,True,834m,1989Mi,corr-97870bc6318c4c19
k8s-d145a2e9ea90,2024-06-27T09:31:01Z,dev,linter-dev-71d749,PodDeleted,CronJob,debug-sa,ci-runner:latest,False,False,False,0,3,True,1564m,3376Mi,corr-afae426870d84cec
k8s-19e869211e64,2024-06-05T12:33:47Z,analytics,worker-ana-88d11e,ClusterRoleBindingCreated,HPA,default,ubuntu:22.04,False,False,False,0,11,True,814m,1211Mi,corr-f4459cedaef2458f
k8s-7df1ec66e888,2024-06-25T13:49:28Z,staging,scanner-sta-a98d47,PodDeleted,HPA,monitor-sa,prometheus:v2.45,False,False,False,0,47,True,875m,3577Mi,corr-269b115aeb06441b
k8s-1ea84ae389b5,2024-06-21T17:44:56Z,monitoring,db-migrate-mon-d1fa50,ServiceCreated,HPA,ci-runner,custom-app:v2.1,False,False,False,0,45,True,1451m,1949Mi,corr-10edc63c68ee402b
k8s-0f15b9604820,2024-06-05T09:12:35Z,analytics,db-migrate-ana-466f25,PodCreated,Deployment,debug-sa,ci-runner:latest,False,False,False,0,56,True,423m,2948Mi,corr-c8015325ca1e4e6f
k8s-a8598b2beb89,2024-06-19T15:55:53Z,dev,scanner-dev-4893eb,ServiceCreated,CronJob,deploy-sa,ci-runner:latest,False,False,False,0,11,True,1786m,2615Mi,corr-36bd1d0ac8784b68
k8s-b4dcef8f1de4,2024-06-09T17:08:32Z,production,test-runner-pro-a6718e,DeploymentCreated,CronJob,default,golang:1.21,False,False,False,0,24,True,281m,3364Mi,corr-6c9432fb271240df
k8s-d56496ff63c4,2024-06-27T14:32:28Z,monitoring,builder-mon-63dafa,PodCreated,CronJob,monitor-sa,python:3.11-slim,False,False,False,0,75,True,1260m,3471Mi,corr-418df552d5994733
k8s-cb7380e850b6,2024-06-11T09:10:33Z,analytics,test-runner-ana-a1b852,DeploymentCreated,Deployment,monitor-sa,custom-app:v2.1,False,False,False,0,38,True,1511m,316Mi,corr-de6affebdc7e41fe
k8s-a2b0aa7d14a9,2024-06-26T10:54:09Z,production,test-runner-pro-a152cd,PodDeleted,Job,deploy-sa,nginx:1.25,False,False,False,0,10,True,144m,2484Mi,corr-1332cee127014867
k8s-5a87956b3c3f,2024-06-13T09:26:53Z,dev,test-runner-dev-3b59b5,RoleBindingCreated,CronJob,admin-sa,prometheus:v2.45,False,False,False,0,33,True,780m,1191Mi,corr-f8a58814545f40b3
k8s-c44a524087b7,2024-06-01T09:02:26Z,cicd,cache-cic-6582a7,PodCreated,CronJob,analytics-sa,node:20-alpine,False,False,False,0,39,True,1451m,3166Mi,corr-9b80d54635e64900
k8s-30853b03e478,2024-06-04T12:54:11Z,dev,analytics-dev-9f108e,ClusterRoleBindingCreated,HPA,default,node:20-alpine,False,False,False,0,58,True,1727m,2807Mi,corr-0a041658ea814544
k8s-b17dfddd90b0,2024-06-20T11:18:49Z,monitoring,scanner-mon-84c29a,PodCreated,Job,monitor-sa,python:3.11-slim,False,False,False,0,16,True,1067m,3265Mi,corr-f5b7687ee3c14afc
k8s-08bb5811e4e2,2024-06-20T16:43:34Z,dev,analytics-dev-354e1f,ServiceCreated,HPA,default,node:20-alpine,False,False,False,0,8,True,1584m,3837Mi,corr-db791b296b1141db
k8s-ac18ebbb03fb,2024-06-25T13:07:19Z,production,builder-pro-01ccd9,ClusterRoleBindingCreated,Deployment,default,golang:1.21,False,False,False,0,48,True,1796m,3663Mi,corr-b794ef6616794c8e
k8s-c2f6c5096092,2024-06-14T11:28:27Z,analytics,builder-ana-380f75,DeploymentCreated,DaemonSet,admin-sa,prometheus:v2.45,False,False,False,0,47,True,783m,2735Mi,corr-fa0677c1eb554cf5
k8s-3e375dd14be9,2024-06-22T13:03:39Z,production,api-pro-e60872,SecretMounted,Deployment,analytics-sa,redis:7,False,False,False,0,44,True,1841m,2564Mi,corr-bb6825b647284acf
k8s-38c695651cc2,2024-06-02T13:37:00Z,analytics,worker-ana-edb998,PodDeleted,Job,debug-sa,prometheus:v2.45,False,False,False,0,8,True,1136m,2319Mi,corr-610c0ab6cda343ec
k8s-27f41cbbe6e5,2024-06-20T11:52:25Z,cicd,db-migrate-cic-b67392,PodDeleted,Deployment,debug-sa,python:3.11-slim,False,False,False,0,27,True,1121m,2200Mi,corr-f09f86e640a44614
k8s-7973a92f62c6,2024-06-24T15:42:28Z,production,scanner-pro-583929,RoleBindingCreated,Deployment,admin-sa,ci-runner:latest,False,False,False,0,43,True,1492m,3452Mi,corr-a3e96e190c2b44bd
k8s-d3a99045db9d,2024-06-01T11:43:05Z,cicd,db-migrate-cic-ca6798,SecretMounted,None,admin-sa,python:3.11-slim,True,False,False,0,5,True,1209m,3927Mi,corr-28d8adfac1374e1d
k8s-1aeb89a64bd8,2024-06-02T14:09:55Z,production,worker-pro-6183b4,PodCreated,Deployment,ci-runner,nginx:1.25,False,False,False,0,79,True,271m,1701Mi,corr-b1ff50bf37cc4410
k8s-993259467822,2024-06-19T13:14:00Z,analytics,db-migrate-ana-67ec57,DeploymentCreated,CronJob,monitor-sa,python:3.11-slim,False,False,False,0,47,True,1361m,2620Mi,corr-9bbfa79a38fb496e
k8s-cfbecd11ee20,2024-06-21T15:49:00Z,monitoring,cache-mon-45e4a8,PodCreated,Deployment,admin-sa,ubuntu:22.04,False,False,False,0,17,True,1989m,1853Mi,corr-9711f86319834c48
k8s-6945fd6f8746,2024-06-21T12:34:25Z,cicd,scanner-cic-860497,ClusterRoleBindingCreated,Deployment,monitor-sa,ubuntu:22.04,False,False,False,0,13,True,1977m,2752Mi,corr-68f887faec4848ef
k8s-c3630f010fa3,2024-06-04T17:14:18Z,dev,builder-dev-f4e6a9,PodDeleted,Deployment,admin-sa,custom-app:v2.1,False,False,False,0,46,True,465m,2028Mi,corr-7fd31c39d38749b6
k8s-74e70f9f41d4,2024-06-27T16:54:12Z,production,analytics-pro-ea5dfb,PodCreated,Job,default,node:20-alpine,False,False,False,0,30,True,1444m,3198Mi,corr-4c3428217d4846c2
k8s-8e58c1c507cf,2024-06-23T10:28:02Z,dev,db-migrate-dev-3b65f3,PodDeleted,HPA,analytics-sa,nginx:1.25,False,False,False,0,3,True,434m,2839Mi,corr-f466017c9bf14045
k8s-aae358c2e2b9,2024-06-21T17:05:03Z,analytics,builder-ana-a32e1b,DeploymentCreated,None,monitor-sa,node:20-alpine,False,False,False,0,76,True,234m,1988Mi,corr-fccefe3a10274db7
k8s-e9956ea646ef,2024-06-04T10:16:36Z,production,builder-pro-bf0951,ServiceCreated,Deployment,deploy-sa,golang:1.21,False,False,False,0,24,True,490m,1864Mi,corr-c0417c29ddc44506
k8s-6666a3238c08,2024-06-26T10:18:12Z,production,worker-pro-45425e,DeploymentCreated,Deployment,default,ubuntu:22.04,False,False,False,0,55,True,253m,919Mi,corr-dc6e0fe2fd92481d
k8s-18d168dbfc3b,2024-06-21T11:02:14Z,dev,worker-dev-beeee4,PodCreated,Deployment,ci-runner,grafana:10.0,False,False,False,0,9,True,1020m,794Mi,corr-cbbf1b172a1245b2
k8s-75844e83c553,2024-06-26T09:07:15Z,monitoring,api-mon-79084a,PodCreated,HPA,debug-sa,ci-runner:latest,False,False,False,0,11,True,955m,1743Mi,corr-76a4c8c19ec24479
k8s-f33eaa338775,2024-06-11T17:43:36Z,monitoring,test-runner-mon-4ca7bc,ServiceCreated,Deployment,deploy-sa,golang:1.21,False,False,False,0,26,True,830m,2764Mi,corr-c7d42993e78f4615
k8s-418f75d6510e,2024-06-05T11:46:13Z,analytics,db-migrate-ana-2326f9,ClusterRoleBindingCreated,StatefulSet,deploy-sa,python:3.11-slim,False,True,False,0,10,True,800m,1138Mi,corr-6a90193782f441c6
k8s-9b6e8740c791,2024-06-29T09:46:39Z,cicd,scanner-cic-afeb10,PodDeleted,None,admin-sa,python:3.11-slim,True,True,False,0,14,True,516m,3719Mi,corr-80213fd958ae472c
k8s-0a875077394c,2024-06-04T11:11:35Z,dev,analytics-dev-9f8b8e,ConfigMapCreated,Deployment,default,python:3.11-slim,False,False,False,0,6,True,735m,782Mi,corr-c1947738e1e44b5e
k8s-5a6f7046a6df,2024-06-11T17:46:14Z,cicd,api-cic-b26875,ConfigMapCreated,Deployment,admin-sa,prometheus:v2.45,False,False,False,0,21,True,1817m,897Mi,corr-7f9d055a652048c3
k8s-5542a11f2749,2024-06-26T13:56:46Z,analytics,cache-ana-6ed790,DeploymentCreated,Deployment,admin-sa,custom-app:v2.1,False,False,False,0,82,True,1923m,1218Mi,corr-83435fcd19834eab
k8s-981d1548456e,2024-06-08T15:21:10Z,production,test-runner-pro-d32410,PodDeleted,Job,ci-runner,nginx:1.25,False,False,False,0,14,True,1973m,1868Mi,corr-efdfd688e4cd4dd0
k8s-d2e53ce329b5,2024-06-08T17:34:40Z,cicd,db-migrate-cic-d2d082,PodCreated,CronJob,deploy-sa,python:3.11-slim,False,False,False,0,6,True,268m,3935Mi,corr-5c0922a0090044da
k8s-50cae4640a0c,2024-06-23T11:50:44Z,cicd,analytics-cic-f1ffbd,ConfigMapCreated,Job,debug-sa,prometheus:v2.45,False,False,False,0,41,True,771m,2013Mi,corr-74d92f48ee314b7c
k8s-c93152ee3b75,2024-06-24T11:48:25Z,production,worker-pro-689379,PodCreated,None,admin-sa,ci-runner:latest,True,False,True,30569,10,True,1396m,1616Mi,corr-d1a699f5d8e34ef0
k8s-89ae28d82fe1,2024-06-06T15:48:44Z,staging,cache-sta-be59c1,PodDeleted,None,ci-runner,grafana:10.0,False,False,False,0,61,True,1015m,832Mi,corr-dc80c34ed47b4fbd
k8s-9aeb3191151e,2024-06-01T14:26:43Z,production,builder-pro-ac3595,RoleBindingCreated,HPA,analytics-sa,redis:7,False,False,False,0,16,True,1375m,3868Mi,corr-fae370bda3d34e96
